,Unnamed: 0,block_id,previous_solution,timeout,model_found,shown_optimal,outcome,solver_time_in_sec,initial_n_instrs,initial_estimated_size,initial_estimated_gas,initial_length,saved_length,saved_size,saved_gas,solution_found,optimized_n_instrs,optimized_length,optimized_estimated_size,optimized_estimated_gas,checker,reason,category,real_savings
164,164,0x62AB956D616C25d7887e685Cf3299fBa8505e34b_SeriumInvesting_run_code_of_0_block_188_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 11 PUSH 24 DUP3 ADD MSTORE PUSH 4552523a20556e6973776170206f6e6c79 PUSH 78 SHL PUSH 44 DUP3 ADD,10,TRUE,TRUE,model,283.97,23,51,69,23,0,0,0,PUSH 40 MLOAD PUSH 4552523a20556e6973776170206f6e6c79 PUSH 20 DUP3 PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 4 ADD MSTORE PUSH 78 PUSH 11 PUSH 24 DUP5 ADD MSTORE SHL PUSH 44 DUP3 ADD,23,23,51,69,TRUE,,config3_5_size,0
167,167,0x8C3c25474530DF10046f7cDc197571F353F5AcA0_EnumerableSet_initial_block_0_1_input,DUP1 MLOAD PUSH0 BYTE PUSH 73 EQ PUSH [tag] 1,10,TRUE,TRUE,model,0.24,7,10,20,7,0,0,0,PUSH 73 DUP2 MLOAD PUSH0 BYTE EQ PUSH [tag] 1,7,7,10,20,TRUE,,config3_5_size,0
170,170,0x32E6C34Cd57087aBBD59B5A4AECC4cB495924356_BitBase_initial_block_33_0_input,POP DUP6 DUP4 ADD MLOAD,10,TRUE,TRUE,model,0.18,5,5,14,5,0,0,0,POP DUP3 DUP7 ADD MLOAD,5,5,5,14,TRUE,,config3_5_size,0
174,174,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_ERC721_run_code_of_0_block_5_0_input,DUP1 PUSH a22cb465 EQ PUSH [tag] 12,10,TRUE,TRUE,model,0.15,4,10,12,4,0,0,0,PUSH a22cb465 DUP2 EQ PUSH [tag] 12,4,4,10,12,TRUE,,config3_5_size,0
175,175,0x1d29Bafa88E83a6D8F757DbFAf8BAf7be8fE08Bf_LoveVote_run_code_of_0_block_64_0_input,PUSH [tag] 28 PUSH [tag] 91 CALLDATASIZE PUSH 4 PUSH [tag] 92,10,TRUE,TRUE,model,0.16,5,12,14,5,0,0,0,PUSH [tag] 28 PUSH [tag] 91 CALLDATASIZE PUSH 4 PUSH [tag] 92,5,5,12,14,TRUE,,config3_5_size,0
178,178,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_401_39_input,DUP3 ADD DUP1 SLOAD PUSH 3441d59dde9a90bffb1cd3fabf1 SWAP1 DUP4 AND OR SWAP1 SSTORE PUSH 616d6419e520a4a879454805eae3b9d4e7e4a6083bc6020254ac17946c65d81a DUP1 SLOAD DUP8 AND DUP7 OR SWAP1,10,TRUE,TRUE,model,50.71,19,65,7148,19,1,1,3,DUP3 ADD DUP6 DUP8 PUSH 3441d59dde9a90bffb1cd3fabf1 DUP5 DUP5 SLOAD AND OR PUSH 616d6419e520a4a879454805eae3b9d4e7e4a6083bc6020254ac17946c65d81a SWAP4 SSTORE DUP3 SLOAD AND OR SWAP1,18,18,64,7145,TRUE,,config3_5_size,1
183,183,0x32E6C34Cd57087aBBD59B5A4AECC4cB495924356_TokenRecover_run_code_of_0_block_0_0_input,PUSH 80 PUSH 40 MSTORE CALLVALUE DUP1 ISZERO PUSH [tag] 1,10,TRUE,TRUE,model,0.2,7,11,20,7,0,0,1,PUSH 80 PUSH 40 MSTORE CALLVALUE CALLVALUE ISZERO PUSH [tag] 1,7,7,11,19,TRUE,,config3_5_size,0
184,184,0x8CFeA40E059Eb393f49C103EA56C80bF8D2CA20a_GoldFarmFaaS_run_code_of_0_block_517_0_input,CALLER PUSH0 SWAP1 DUP2 MSTORE PUSH 1b PUSH 20 MSTORE PUSH 40 SWAP1 KECCAK256 SLOAD PUSH [tag] 639 SWAP1 PUSH [tag] 126,10,TRUE,TRUE,model,6.96,15,22,2167,15,3,3,9,PUSH [tag] 639 PUSH 40 PUSH0 PUSH 1b PUSH 20 MSTORE CALLER DUP2 MSTORE KECCAK256 SLOAD PUSH [tag] 126,12,12,19,2158,TRUE,,config3_5_size,3
187,187,0x32E6C34Cd57087aBBD59B5A4AECC4cB495924356_BitBase_run_code_of_0_block_62_0_input,PUSH [tag] 57 PUSH [tag] 94 CALLDATASIZE PUSH 4 PUSH [tag] 95,10,TRUE,TRUE,model,0.15,5,12,14,5,0,0,0,PUSH [tag] 57 PUSH [tag] 94 CALLDATASIZE PUSH 4 PUSH [tag] 95,5,5,12,14,TRUE,,config3_5_size,0
188,188,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_run_code_of_0_block_217_0_input,PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP10 AND PUSH0 SWAP1 DUP2 MSTORE PUSH 2 PUSH 20 SWAP1 DUP2 MSTORE PUSH 40 DUP1 DUP4 KECCAK256 SWAP4 SWAP1 SWAP4,10,TRUE,FALSE,model,209.6,23,29,95,23,1,2,3,PUSH 40 SWAP1 PUSH 20 PUSH 1 PUSH 2 DUP3 MSTORE DUP1 PUSH a0 SHL SUB DUP12 PUSH0 SWAP2 AND DUP2 SWAP4 SWAP2 MSTORE DUP4 DUP4 KECCAK256,22,22,27,92,TRUE,,config3_5_size,2
192,192,0x8CFeA40E059Eb393f49C103EA56C80bF8D2CA20a_GoldFarmFaaS_run_code_of_0_block_291_0_input,SWAP1 PUSH [tag] 325,10,TRUE,TRUE,model,0.12,2,4,6,2,0,0,0,SWAP1 PUSH [tag] 325,2,2,4,6,TRUE,,config3_5_size,0
195,195,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_493_0_input,POP PUSH 1c SLOAD PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP6 DUP2 AND SWAP2 AND EQ,10,TRUE,TRUE,model,9.09,14,18,2138,14,0,1,0,POP DUP4 PUSH 1 DUP1 PUSH a0 SHL SUB DUP1 PUSH 1c SLOAD AND SWAP2 AND EQ,14,14,17,2138,TRUE,,config3_5_size,1
196,196,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_run_code_of_0_block_216_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH c PUSH 24 DUP3 ADD MSTORE PUSH 139bdd081cd95b1958dd1959 PUSH a2 SHL PUSH 44 DUP3 ADD,10,TRUE,FALSE,model,23.18,23,46,69,23,0,0,0,PUSH 40 MLOAD PUSH 139bdd081cd95b1958dd1959 PUSH 20 DUP3 PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 4 ADD MSTORE PUSH a2 PUSH c PUSH 24 DUP5 ADD MSTORE SHL PUSH 44 DUP3 ADD,23,23,46,69,TRUE,,config3_5_size,0
203,203,0x62AB956D616C25d7887e685Cf3299fBa8505e34b_SeriumInvesting_initial_block_5_4_input,PUSH 6 SLOAD PUSH 2 PUSH0 PUSH [tag] 14 CALLER SWAP1,10,TRUE,TRUE,model,0.21,7,11,2116,7,1,1,3,PUSH 6 SLOAD PUSH 2 PUSH0 CALLER PUSH [tag] 14,6,6,10,2113,TRUE,,config3_5_size,1
207,207,0x8CFeA40E059Eb393f49C103EA56C80bF8D2CA20a_GoldFarmFaaS_run_code_of_0_block_335_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 4 ADD PUSH [tag] 350 SWAP1 PUSH [tag] 390,10,TRUE,TRUE,model,2,12,22,36,12,1,1,3,PUSH [tag] 350 PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 4 ADD PUSH [tag] 390,11,11,21,33,TRUE,,config3_5_size,1
213,213,0x7d657Cf5Eb3d26658eC85de8Bf8b5E4d8D40F87C_DONOTBUY_run_code_of_0_block_93_0_input,CALLVALUE DUP1 ISZERO PUSH [tag] 107,10,TRUE,TRUE,model,0.14,4,6,11,4,0,0,1,CALLVALUE CALLVALUE ISZERO PUSH [tag] 107,4,4,6,10,TRUE,,config3_5_size,0
214,214,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_65_0_input,DUP1 PUSH 3b124fe7 EQ PUSH [tag] 18,10,TRUE,TRUE,model,0.15,4,10,12,4,0,0,0,PUSH 3b124fe7 DUP2 EQ PUSH [tag] 18,4,4,10,12,TRUE,,config3_5_size,0
215,215,0x6488216d7aeC6AB3DbE55437704ab7731541a38a_ERC20_initial_block_41_0_input,DUP2 MLOAD PUSH 1 PUSH 1 PUSH 40 SHL SUB DUP2 GT ISZERO PUSH [tag] 47,10,TRUE,TRUE,model,0.36,11,16,33,11,0,1,0,DUP2 MLOAD PUSH 1 DUP1 PUSH 40 SHL SUB DUP2 GT ISZERO PUSH [tag] 47,11,11,15,33,TRUE,,config3_5_size,1
216,216,0x8C3c25474530DF10046f7cDc197571F353F5AcA0_CUPMinter_run_code_of_0_block_87_0_input,PUSH 40 MLOAD PUSH [tag] 43 SWAP2 SWAP1 DUP2 MLOAD DUP2 MSTORE PUSH 20 DUP1 DUP4 ADD MLOAD ISZERO ISZERO SWAP1 DUP3 ADD,10,TRUE,TRUE,model,74.16,19,23,57,19,1,1,3,DUP1 PUSH 40 MLOAD DUP3 MLOAD DUP2 MSTORE PUSH 20 DUP2 DUP2 PUSH [tag] 43 SWAP6 ADD MLOAD ISZERO ISZERO SWAP2 ADD,18,18,22,54,TRUE,,config3_5_size,1
220,220,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_221_0_input,POP PUSH [tag] 75 PUSH [tag] 238 CALLDATASIZE PUSH 4 PUSH [tag] 77,10,TRUE,TRUE,model,0.18,6,13,16,6,0,0,0,POP PUSH [tag] 75 PUSH [tag] 238 CALLDATASIZE PUSH 4 PUSH [tag] 77,6,6,13,16,TRUE,,config3_5_size,0
221,221,0x1d29Bafa88E83a6D8F757DbFAf8BAf7be8fE08Bf_LoveVote_run_code_of_0_block_149_0_input,PUSH 5 DUP2 PUSH ff AND LT ISZERO PUSH [tag] 213,10,TRUE,TRUE,model,0.23,7,11,21,7,0,0,0,PUSH 5 PUSH ff DUP3 AND LT ISZERO PUSH [tag] 213,7,7,11,21,TRUE,,config3_5_size,0
223,223,0x8CFeA40E059Eb393f49C103EA56C80bF8D2CA20a_GoldFarmFaaS_run_code_of_0_block_12_0_input,DUP1 PUSH ebe2b12b EQ PUSH [tag] 54,10,TRUE,TRUE,model,0.14,4,10,12,4,0,0,0,PUSH ebe2b12b DUP2 EQ PUSH [tag] 54,4,4,10,12,TRUE,,config3_5_size,0
224,224,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_336_1_input,PUSH 20 SWAP1 KECCAK256 DUP2 ADD PUSH0 NOT SWAP1 DUP2 ADD DUP1 SLOAD PUSH 1 PUSH 1 PUSH a0 SHL SUB NOT AND SWAP1,10,TRUE,FALSE,model,15.89,20,24,2183,20,0,1,0,PUSH a0 PUSH 1 DUP1 PUSH0 NOT DUP6 PUSH 20 DUP3 SWAP7 KECCAK256 ADD ADD SWAP3 SHL SUB NOT DUP2 SLOAD AND SWAP1,20,20,23,2183,TRUE,,config3_5_size,1
228,228,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_ERC721_run_code_of_0_block_235_0_input,DUP1 DUP3 ADD DUP1 DUP3 GT ISZERO PUSH [tag] 78,10,TRUE,TRUE,model,0.32,8,10,24,8,0,0,0,DUP2 DUP2 ADD DUP1 DUP3 GT ISZERO PUSH [tag] 78,8,8,10,24,TRUE,,config3_5_size,0
229,229,0x32E6C34Cd57087aBBD59B5A4AECC4cB495924356_BitBase_run_code_of_0_block_204_0_input,SWAP2 POP PUSH [tag] 327 PUSH 20 DUP5 ADD PUSH [tag] 293,10,TRUE,TRUE,model,0.18,7,12,20,7,0,0,0,SWAP2 POP PUSH [tag] 327 DUP4 PUSH 20 ADD PUSH [tag] 293,7,7,12,20,TRUE,,config3_5_size,0
230,230,0x8C3c25474530DF10046f7cDc197571F353F5AcA0_CUPMinter_run_code_of_0_block_280_0_input,PUSH0 SWAP2 DUP3 MSTORE PUSH 20 DUP1 DUP4 KECCAK256 PUSH 2 PUSH 3 SWAP1 SWAP4 MUL ADD DUP3 ADD SWAP4 SWAP1 SWAP4,10,TRUE,TRUE,model,88.24,19,22,85,19,3,3,9,PUSH 20 PUSH0 SWAP3 DUP4 MSTORE SWAP3 PUSH 2 DUP5 DUP5 KECCAK256 PUSH 3 DUP3 SWAP5 MUL ADD ADD,16,16,19,76,TRUE,,config3_5_size,3
232,232,0x6488216d7aeC6AB3DbE55437704ab7731541a38a_SamuraiFinance_initial_block_18_0_input,PUSH 1f DUP3 GT ISZERO PUSH [tag] 22,10,TRUE,TRUE,model,0.18,5,8,15,5,0,0,0,PUSH 1f DUP3 GT ISZERO PUSH [tag] 22,5,5,8,15,TRUE,,config3_5_size,0
235,235,0x8CFeA40E059Eb393f49C103EA56C80bF8D2CA20a_GoldFarmFaaS_run_code_of_0_block_65_0_input,DUP1 PUSH 45bde800 EQ PUSH [tag] 18,10,TRUE,TRUE,model,0.15,4,10,12,4,0,0,0,PUSH 45bde800 DUP2 EQ PUSH [tag] 18,4,4,10,12,TRUE,,config3_5_size,0
236,236,0x32E6C34Cd57087aBBD59B5A4AECC4cB495924356_BitBase_initial_block_32_0_input,PUSH0 DUP5 ISZERO PUSH [tag] 73,10,TRUE,TRUE,model,0.17,4,6,11,4,0,0,0,PUSH0 DUP5 ISZERO PUSH [tag] 73,4,4,6,11,TRUE,,config3_5_size,0
238,238,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_424_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 4 ADD PUSH [tag] 318 SWAP1 PUSH [tag] 319,10,TRUE,TRUE,model,1.69,12,22,36,12,1,1,3,PUSH [tag] 318 PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 4 ADD PUSH [tag] 319,11,11,21,33,TRUE,,config3_5_size,1
242,242,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_run_code_of_0_block_42_0_input,DUP1 PUSH 1ffc9a7 EQ PUSH [tag] 2,10,TRUE,TRUE,model,0.14,4,10,12,4,0,0,0,PUSH 1ffc9a7 DUP2 EQ PUSH [tag] 2,4,4,10,12,TRUE,,config3_5_size,0
249,249,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_ERC721_run_code_of_0_block_63_0_input,DUP3 SWAP1 SUB PUSH 1f AND DUP3 ADD SWAP2,10,TRUE,TRUE,model,0.22,8,9,24,8,0,0,0,DUP3 SWAP1 SUB PUSH 1f AND DUP3 ADD SWAP2,8,8,9,24,TRUE,,config3_5_size,0
250,250,0x32E6C34Cd57087aBBD59B5A4AECC4cB495924356_ERC20_initial_block_27_0_input,SWAP2 POP POP SWAP3 POP SWAP3 SWAP1 POP,10,TRUE,TRUE,model,0.23,8,8,20,8,1,1,3,SWAP5 POP POP POP SWAP3 SWAP1 POP,7,7,7,17,TRUE,,config3_5_size,1
251,251,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Address_initial_block_0_1_input,DUP1 MLOAD PUSH0 BYTE PUSH 73 EQ PUSH [tag] 1,10,TRUE,TRUE,model,0.25,7,10,20,7,0,0,0,PUSH 73 DUP2 MLOAD PUSH0 BYTE EQ PUSH [tag] 1,7,7,10,20,TRUE,,config3_5_size,0
255,255,0x6488216d7aeC6AB3DbE55437704ab7731541a38a_SamuraiFinance_initial_block_35_0_input,DUP9 DUP7 ADD MLOAD DUP3 SSTORE SWAP5 DUP5 ADD SWAP5 PUSH 1 SWAP1 SWAP2 ADD SWAP1 DUP5 ADD PUSH [tag] 57,10,TRUE,TRUE,model,25.32,18,21,5051,18,3,3,9,DUP5 ADD PUSH [tag] 57 DUP6 DUP8 ADD SWAP7 DUP11 ADD MLOAD PUSH 1 DUP5 ADD SWAP4 SSTORE,15,15,18,5042,TRUE,,config3_5_size,3
256,256,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_98_0_input,CALLVALUE DUP1 ISZERO PUSH [tag] 84,10,TRUE,TRUE,model,0.15,4,6,11,4,0,0,1,CALLVALUE CALLVALUE ISZERO PUSH [tag] 84,4,4,6,10,TRUE,,config3_5_size,0
261,261,0x6237CeA65f68d9b78586728f4eDa3ddD1C3793bF_PikaFin_run_code_of_0_block_146_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 4 ADD PUSH [tag] 125 SWAP1 PUSH [tag] 126,10,TRUE,TRUE,model,1.86,12,22,36,12,1,1,3,PUSH [tag] 125 PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 4 ADD PUSH [tag] 126,11,11,21,33,TRUE,,config3_5_size,1
262,262,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_533_0_input,PUSH 1c DUP1 SLOAD PUSH ff PUSH a0 SHL NOT AND PUSH 1 PUSH a0 SHL OR SWAP1 SSTORE DUP1 ISZERO PUSH [tag] 732,10,TRUE,TRUE,model,39.32,17,24,5045,17,0,0,0,PUSH a0 PUSH [tag] 732 PUSH 1 DUP3 SHL PUSH 1c SLOAD PUSH ff DUP6 ISZERO SWAP5 SHL NOT AND OR PUSH 1c SSTORE,17,17,24,5045,TRUE,,config3_5_size,0
265,265,0x8C3c25474530DF10046f7cDc197571F353F5AcA0_CUPMinter_run_code_of_0_block_71_0_input,PUSH [tag] 41 PUSH [tag] 82 CALLDATASIZE PUSH 4 PUSH [tag] 50,10,TRUE,TRUE,model,0.17,5,12,14,5,0,0,0,PUSH [tag] 41 PUSH [tag] 82 CALLDATASIZE PUSH 4 PUSH [tag] 50,5,5,12,14,TRUE,,config3_5_size,0
267,267,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_ERC721_initial_block_52_0_input,POP DUP6 DUP3 LT ISZERO PUSH [tag] 58,10,TRUE,TRUE,model,0.22,6,8,17,6,0,0,0,POP DUP6 DUP3 LT ISZERO PUSH [tag] 58,6,6,8,17,TRUE,,config3_5_size,0
268,268,0x1d29Bafa88E83a6D8F757DbFAf8BAf7be8fE08Bf_LoveVote_run_code_of_0_block_175_0_input,DUP2 MSTORE PUSH 20 DUP1 DUP3 ADD SWAP3 SWAP1 SWAP3 MSTORE PUSH 40 SWAP1 DUP2 ADD PUSH0 SWAP1 DUP2 KECCAK256 DUP2 DUP1 MSTORE SWAP1 SWAP3,10,TRUE,TRUE,model,74.27,23,25,95,23,5,4,15,DUP2 MSTORE PUSH 40 PUSH0 SWAP3 DUP3 PUSH 20 ADD MSTORE DUP1 SWAP2 ADD DUP3 KECCAK256 PUSH 20 DUP4 DUP1 MSTORE,18,18,21,80,TRUE,,config3_5_size,4
272,272,0x32E6C34Cd57087aBBD59B5A4AECC4cB495924356_BitBase_run_code_of_0_block_139_1_input,PUSH 6472657373 PUSH d8 SHL PUSH 64 DUP3 ADD,10,TRUE,TRUE,model,0.22,6,13,18,6,0,0,0,PUSH 6472657373 PUSH d8 SHL PUSH 64 DUP3 ADD,6,6,13,18,TRUE,,config3_5_size,0
274,274,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_ERC721_initial_block_17_0_input,DUP6 DUP3 ADD DUP4 ADD MLOAD DUP2 DUP4 ADD DUP5 ADD MSTORE SWAP1 DUP3 ADD SWAP1 PUSH [tag] 25,10,TRUE,TRUE,model,19.33,17,19,51,17,1,1,3,PUSH [tag] 25 DUP4 DUP4 DUP9 ADD ADD MLOAD DUP5 DUP4 DUP7 DUP7 ADD SWAP6 ADD ADD MSTORE,16,16,18,48,TRUE,,config3_5_size,1
277,277,0x7d657Cf5Eb3d26658eC85de8Bf8b5E4d8D40F87C_DONOTBUY_run_code_of_0_block_364_0_input,PUSH0 PUSH 20 DUP3 DUP5 SUB SLT ISZERO PUSH [tag] 473,10,TRUE,TRUE,model,0.3,8,11,23,8,0,0,0,PUSH0 PUSH 20 DUP3 DUP5 SUB SLT ISZERO PUSH [tag] 473,8,8,11,23,TRUE,,config3_5_size,0
278,278,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_initial_block_36_0_input,PUSH0 DUP2 DUP2 MSTORE PUSH 20 DUP2 KECCAK256 PUSH 1f DUP6 ADD PUSH 5 SHR DUP2 ADD PUSH 20 DUP7 LT ISZERO PUSH [tag] 54,10,TRUE,TRUE,model,53.23,19,25,83,19,0,0,0,PUSH0 DUP2 DUP2 MSTORE PUSH 20 DUP2 KECCAK256 PUSH 1f DUP6 ADD PUSH 5 SHR DUP2 ADD PUSH 20 DUP7 LT ISZERO PUSH [tag] 54,19,19,25,83,TRUE,,config3_5_size,0
279,279,0x6237CeA65f68d9b78586728f4eDa3ddD1C3793bF_Ownable_run_code_of_0_block_10_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD DUP2 SWAP1 MSTORE PUSH 24 DUP3 ADD MSTORE PUSH 4f776e61626c653a2063616c6c6572206973206e6f7420746865206f776e6572 PUSH 44 DUP3 ADD,10,TRUE,TRUE,model,29,22,63,66,22,1,1,3,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 DUP1 DUP3 PUSH 4 ADD MSTORE DUP2 PUSH 24 ADD MSTORE PUSH 4f776e61626c653a2063616c6c6572206973206e6f7420746865206f776e6572 PUSH 44 DUP3 ADD,21,21,62,63,TRUE,,config3_5_size,1
280,280,0x32E6C34Cd57087aBBD59B5A4AECC4cB495924356_BitBase_run_code_of_0_block_58_0_input,PUSH [tag] 30 PUSH [tag] 86 CALLDATASIZE PUSH 4 PUSH [tag] 32,10,TRUE,TRUE,model,0.17,5,12,14,5,0,0,0,PUSH [tag] 30 PUSH [tag] 86 CALLDATASIZE PUSH 4 PUSH [tag] 32,5,5,12,14,TRUE,,config3_5_size,0
283,283,0x8CFeA40E059Eb393f49C103EA56C80bF8D2CA20a_GoldFarmFaaS_run_code_of_0_block_115_0_input,CALLVALUE DUP1 ISZERO PUSH [tag] 104,10,TRUE,TRUE,model,0.13,4,6,11,4,0,0,1,CALLVALUE CALLVALUE ISZERO PUSH [tag] 104,4,4,6,10,TRUE,,config3_5_size,0
284,284,0x8C3c25474530DF10046f7cDc197571F353F5AcA0_CUPMinter_run_code_of_0_block_379_0_input,PUSH 4 SLOAD PUSH 40 DUP1 MLOAD SWAP2 DUP3 MSTORE PUSH 20 DUP3 ADD DUP5 SWAP1 MSTORE PUSH 3164947cf0f49f08dd0cd80e671535b1e11590d347c55dcaa97ba3c24a96b33a SWAP2 ADD PUSH 40 MLOAD DUP1 SWAP2 SUB SWAP1,10,TRUE,FALSE,model,150.26,23,59,2166,23,1,2,3,PUSH 3164947cf0f49f08dd0cd80e671535b1e11590d347c55dcaa97ba3c24a96b33a PUSH 4 SLOAD PUSH 40 DUP1 MLOAD DUP1 DUP3 ADD SWAP3 DUP2 MSTORE PUSH 20 DUP7 SWAP2 ADD MSTORE MLOAD DUP1 SWAP2 SUB SWAP1,22,22,57,2163,TRUE,,config3_5_size,2
285,285,0x8CFeA40E059Eb393f49C103EA56C80bF8D2CA20a_GoldFarmFaaS_run_code_of_0_block_562_0_input,CALLER PUSH0 SWAP1 DUP2 MSTORE PUSH 18 PUSH 20 SWAP1 DUP2 MSTORE PUSH 40 DUP1 DUP4 KECCAK256 TIMESTAMP SWAP1,10,TRUE,TRUE,model,1.29,16,19,72,16,3,3,9,PUSH0 PUSH 20 PUSH 40 TIMESTAMP PUSH 18 DUP4 MSTORE CALLER DUP5 MSTORE DUP2 DUP5 KECCAK256,13,13,16,63,TRUE,,config3_5_size,3
286,286,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_run_code_of_0_block_303_0_input,PUSH 40 DUP1 MLOAD PUSH 1f NOT DUP2 DUP5 SUB ADD DUP2 MSTORE SWAP2 SWAP1,10,TRUE,TRUE,model,1.23,13,15,39,13,1,1,3,DUP1 PUSH 40 PUSH 1f NOT DUP2 MLOAD DUP1 SWAP5 SUB ADD DUP4 MSTORE,12,12,14,36,TRUE,,config3_5_size,1
287,287,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_Ownable_initial_block_0_0_input,PUSH 80 PUSH 40 MSTORE CALLVALUE DUP1 ISZERO PUSH [tag] 1,10,TRUE,TRUE,model,0.21,7,11,20,7,0,0,1,PUSH 80 PUSH 40 MSTORE CALLVALUE CALLVALUE ISZERO PUSH [tag] 1,7,7,11,19,TRUE,,config3_5_size,0
288,288,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_Ownable_run_code_of_0_block_19_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 26 PUSH 24 DUP3 ADD MSTORE PUSH 4f776e61626c653a206e6577206f776e657220697320746865207a65726f2061 PUSH 44 DUP3 ADD,10,TRUE,TRUE,model,5.07,21,63,63,21,0,0,0,PUSH 40 MLOAD PUSH 20 DUP2 PUSH 461bcd PUSH e5 SHL DUP4 MSTORE PUSH 4 ADD MSTORE PUSH 26 PUSH 24 DUP3 ADD MSTORE PUSH 4f776e61626c653a206e6577206f776e657220697320746865207a65726f2061 PUSH 44 DUP3 ADD,21,21,63,63,TRUE,,config3_5_size,0
291,291,0x62AB956D616C25d7887e685Cf3299fBa8505e34b_SeriumInvesting_run_code_of_0_block_169_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 25 PUSH 24 DUP3 ADD MSTORE PUSH 45524332303a207472616e736665722066726f6d20746865207a65726f206164 PUSH 44 DUP3 ADD,10,TRUE,TRUE,model,7.29,21,63,63,21,0,0,0,PUSH 40 MLOAD PUSH 20 DUP2 PUSH 461bcd PUSH e5 SHL DUP4 MSTORE PUSH 4 ADD MSTORE PUSH 25 PUSH 24 DUP3 ADD MSTORE PUSH 45524332303a207472616e736665722066726f6d20746865207a65726f206164 PUSH 44 DUP3 ADD,21,21,63,63,TRUE,,config3_5_size,0
292,292,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_451_0_input,PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP4 AND PUSH [tag] 633,10,TRUE,TRUE,model,0.19,8,13,24,8,0,1,0,DUP3 PUSH 1 DUP1 PUSH a0 SHL SUB AND PUSH [tag] 633,8,8,12,24,TRUE,,config3_5_size,1
293,293,0x6488216d7aeC6AB3DbE55437704ab7731541a38a_SamuraiFinance_run_code_of_0_block_222_0_input,PUSH 20 DUP3 LT DUP2 SUB PUSH [tag] 319,10,TRUE,TRUE,model,0.2,6,9,18,6,0,0,0,PUSH 20 DUP3 LT DUP2 SUB PUSH [tag] 319,6,6,9,18,TRUE,,config3_5_size,0
